user_id,hour_0_wt,hour_1_wt,hour_2_wt,hour_3_wt,hour_4_wt,hour_5_wt,hour_6_wt,hour_7_wt,hour_8_wt,hour_9_wt,hour_10_wt,hour_11_wt,hour_12_wt,hour_13_wt,hour_14_wt,hour_15_wt,hour_16_wt,hour_17_wt,hour_18_wt,hour_19_wt,hour_20_wt,hour_21_wt,hour_22_wt,hour_23_wt,session_all_per_day,pid_exposed_all_per_day,pid_watch_all_per_day,coverage_per_2weeks,category_count_unique,age,gender,month_chronological_order,preds_3_label_criteria_label,preds_soft_label,watch_all_per_day_min,midnight_wt_min,morning_wt_min,noon_wt_min,afternoon_wt_min,evening_wt_min
61,0,0,0,0,0,0,48.85714286,21.42857143,52.83333333,188.4,77.8,10.57142857,52.18181818,39.25,3.666666667,9,8.333333333,9,63,211.5,54.2,28.6,44.42857143,8,5.85,152.75,8.35,6.666666667,175,52,F,8,Non-Addicted,Non-Addicted,4,0,6,1,0,6
52,126,264,696,906,0,0,0,0,0,97,1529,110,409,320.4,382,0,0,0,228.75,192.25,0,96.8,1066,122,3.692307692,97.38461538,14.15384615,6.5,150,29,M,8,Severely Addicted,Addicted,14,33,28,12,6,28
61,0,0,0,0,0,0,104.6666667,208.9047619,67.4,69.57142857,340.5,249.1111111,75.82352941,207.2222222,180.3333333,588,169.0909091,66.83333333,1.2,1927,163,74.15,5.375,8,8.296296296,221.037037,18.48148148,9,217,52,F,9,Non-Addicted,Non-Addicted,19,0,17,4,16,36
52,192.3333333,862,0,0,0,0,0,0,237.5,0,89.66666667,0,0,316.5,0,103.3333333,0,0.75,0,0,0,58,0,0,1.875,46.8,10.375,7,115,29,M,9,Non-Addicted,Non-Addicted,6,17,5,5,1,0
61,0,0,0,0,0,0,1,246.1578947,80.75,0,0,189.9,33.41176471,82.16666667,32.75,551.4,229.5384615,185.35,83.46153846,653.75,841.5,336.9473684,322.9,472.6666667,8.206896552,196.0344828,14.72413793,9.666666667,214,52,F,10,Non-Addicted,Non-Addicted,23,0,8,1,16,45
52,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.25,1,2,36,29,M,10,Non-Addicted,Non-Addicted,0,0,0,0,0,0
89,774.2857143,1026,516,0,0,0,0,596.5,265,378.9333333,865.0714286,761.5714286,529.8333333,388.8333333,499.1428571,901.6,787.5555556,870.2222222,833.6666667,443.875,538.3636364,332.2,289.2857143,635.1818182,11.79166667,372.08,100.7083333,8.333333333,304,40,M,1,Severely Addicted,Addicted,87,38,47,15,50,51
89,742.25,250.1111111,910,0,0,0,3,0,760,468.6666667,793.3846154,556.6,301.4285714,310.2222222,220.2222222,293.0833333,564.25,447,243.1111111,374,174.1666667,540.25,781,459.9166667,7.692307692,272.4137931,55.53846154,9.666666667,302,40,M,2,Severely Addicted,Addicted,48,31,43,10,25,42
89,351,335.5,407.375,623.2,285.5,507,0,0,156,933,0,375.3333333,240.25,683,174,45,90.16666667,492.6666667,570.5,356,732.5,2,486.6666667,154.6666667,5.266666667,181.8235294,35.4,5.666666667,243,40,M,3,Severely Addicted,Addicted,30,41,24,15,13,38
89,526,352.5,0,0,0,0,0,362,0,0,698.6666667,70.6,242,0,99,0,464.5,646,0,200,0,1503,1120,63.66666667,2.636363636,109.1428571,23.81818182,10,193,40,M,4,Severely Addicted,Addicted,19,14,18,4,20,48
89,102.6,495,0,0,0,0,0,172,224.5,546.8571429,517.1666667,532.1666667,122.75,0,297.6666667,266.7142857,604.7142857,280.4545455,168.4,213.4285714,483.5,0,0,146.75,5.227272727,196.08,22.90909091,8.333333333,246,40,M,5,Severely Addicted,Addicted,23,9,33,2,24,16
89,0,129,0,0,0,0,5,418,362,0,0,0,222,1231,5,224.6666667,266,0,0,0,777,292.5,557,30.8,3.333333333,76.11764706,15.11111111,5.666666667,174,40,M,6,Non-Addicted,Non-Addicted,14,2,13,24,8,27
89,418.4,465.5,264,0,0,0,285,193,0,0,0,1625,65.83333333,438.1666667,191.4285714,442,432.2857143,461.625,0,1,409,356.75,820.5,44,4.111111111,146.8846154,25.66666667,8.666666667,241,40,M,7,Severely Addicted,Addicted,22,19,35,8,25,27
89,344,770,1570,404,0,0,65,0,220,199.5,0,483,0,0,274,117,106,304,0,44,588,1248,311.5,0,4.5,111.9166667,30.9,4,194,40,M,8,Severely Addicted,Addicted,25,51,16,0,13,36
89,919.1111111,1283,0,0,0,0,0,58.8,9.666666667,647.5,469.75,444.5,546.9166667,532.3333333,503.2,734,459.5555556,618.25,0,718.5,673.5,928.75,835,764.1666667,6,229,67.77272727,8,283,40,M,9,Severely Addicted,Addicted,53,36,27,17,38,65
89,629.8,5,2739,0,0,134,0,195,300.5,686.25,890.5,243,536.6666667,552,1179.666667,378,185.8333333,463.2727273,934,686.2,713.1111111,1209,246.25,995.25,5.041666667,247.1481481,69.375,9,285,40,M,10,Severely Addicted,Addicted,48,58,38,18,36,79
50,590.6086957,826.8421053,415.1666667,1205,829.4705882,846.1111111,238.5,0,0,0,681,0,1297,344.2857143,804.0555556,501.7857143,393.5,589.9333333,182.5,283.1,144.8888889,176.2727273,447.8461538,547.7142857,12.11538462,223.6296296,152.5769231,9,312,23,M,1,Severely Addicted,Addicted,89,78,15,27,38,29
50,495.8181818,521.5,436,1346.866667,824.5625,1347,1763,1186.333333,1877,1659.571429,1542,1300.714286,1226.416667,742.375,936.7,626.1764706,301.6,595.8636364,752.5,353.9411765,398.375,390.25,581.3529412,622.2777778,13.16666667,395.0333333,225.7666667,10,376,23,M,2,Severely Addicted,Addicted,134,82,155,32,41,51
50,146.2857143,310.7692308,341.3684211,431.0909091,473.8333333,834.1666667,536.3333333,868,0,0,110,729,920.8333333,381.7142857,691.9375,407.5555556,359,427.3,342.8333333,265.125,259.3125,219.1111111,443.9285714,184.6666667,10.7,362.0666667,170.0666667,10,357,23,M,3,Severely Addicted,Addicted,65,42,37,21,31,28
50,594.1818182,587.125,646.6153846,735.5454545,563,36,1021,647.5,1230.818182,962.5454545,1028.133333,417.2857143,552,320.8666667,619.2352941,494.2727273,193.3,318.125,301.7272727,336.3333333,157.4,270.1333333,620.0625,393.9473684,13.07142857,401.2068966,200.6428571,9.666666667,354,23,M,4,Severely Addicted,Addicted,88,52,88,14,27,34
50,406.1764706,164,84,0,525,0,0,867,777.8181818,241.7058824,841.8333333,626.5294118,649.5454545,430.0952381,828.9259259,518.8333333,493.5833333,218.625,579.5,115,234.2142857,169.1428571,178.0909091,166.3181818,14.03571429,390.2413793,187.3928571,9.666666667,371,23,M,5,Severely Addicted,Addicted,83,19,55,17,34,24
50,263.1333333,825,0,0,2022,1630,149.3333333,573.2,662.75,298.7272727,746.5263158,420.0714286,150.6875,284.2142857,534.1578947,623.0666667,567.9375,41.75,0.6,35.57142857,265.7142857,225.2222222,41.42857143,431.25,9.3,190.6333333,109.8333333,10,320,23,M,6,Severely Addicted,Addicted,54,79,47,7,29,16
50,115.2,6.25,995,0,0,0,0,278.5,143.8,33.875,280.8181818,2.2,26.125,83.75,25.66666667,186,78,64.66666667,0,0,0,179.75,380,3.25,3.68,41.44827586,14.4,9.666666667,150,23,M,7,Non-Addicted,Non-Addicted,7,18,12,1,5,9
50,6.6,201.6666667,0,0,0,0,0,0,3,0,0,637,0,128,0,0,17,129,0,94,0,0,0,0,3.222222222,39.64705882,11.88888889,7.5,108,23,M,8,Non-Addicted,Non-Addicted,6,3,10,2,2,1
50,285,350.625,390.5,184,0,0,188,2.5,0,581,399.5,237.5,332.3333333,231,0,804,1343,742.5,746,0,0,52.66666667,2,751.5,3.666666667,32.80769231,15.33333333,8.666666667,131,23,M,9,Non-Addicted,Non-Addicted,16,20,23,9,48,25
50,633.5,280.8571429,2238.75,515.5,2418,0,109.5,118.6666667,0.666666667,0,107.5,383.25,233,162,348,138.2857143,562,439.75,13.5,71,0,690.6666667,790.6666667,179,3.6,73.30769231,45,12.5,213,23,M,10,Severely Addicted,Addicted,29,101,11,6,24,29
0,1749.75,1006,1506.25,29,0,0,391.5,888,838.5,1018,1966.5,1414.166667,1524.166667,2037.666667,1292.5,1079.5,1945,912.4,692.9,1195.8,892,1320.625,1658,1297,6.44,158,71.16,8.333333333,232,33,M,1,Severely Addicted,Addicted,82,71,108,59,87,117
0,1746,1846,1215,2418.5,2857,1404.333333,1386.75,1173.142857,1422.714286,2887.5,1240.166667,1026.2,2088.333333,518.6,860.25,1724,985,844.2,1786.3,1329.428571,2185.142857,1405.111111,2364,1500,7.740740741,238.7777778,115.1481481,9,282,33,M,2,Severely Addicted,Addicted,123,191,152,43,73,176
0,1008.125,2197,1266.2,1609,974.6666667,2274,0,1523.5,864.1428571,632.0833333,597.25,867.1428571,724.1428571,1090.571429,770.1875,942.8181818,924.25,1414.777778,686.2,936.6875,625.4166667,359.4444444,2052.833333,1096,8.24137931,321.7586207,136.137931,9.666666667,334,33,M,3,Severely Addicted,Addicted,105,155,74,30,67,95
0,1413.75,559.5,809.5,0,0,0,16.5,379.5,81.33333333,400.75,488.8,20,0,527.6666667,567.3333333,552.2,1338.333333,435,663,1017,788.6666667,1239.8,1874.5,1561.285714,5.263157895,107.3181818,50,7.333333333,222,33,M,4,Severely Addicted,Addicted,57,46,23,8,48,119
0,0,0,0,0,0,0,750.25,1815.25,2484,1911,2494.666667,1543.5,1718.555556,1838.333333,456.6,2619,1149.2,1833.333333,1079.5,811.2222222,883,2120,1552,0,5.764705882,160.8571429,90.76470588,7,210,33,M,5,Severely Addicted,Addicted,98,0,183,59,100,107
0,1455,1877,104,0,0,0,553.6,1066,1328,2006,543.5,2092,804,2142.666667,629,664.3333333,0,0,420.5,622.6666667,160.8,923.6666667,2433,2928,6.1,97.05263158,84.2,6.333333333,167,33,M,6,Severely Addicted,Addicted,77,57,126,49,21,124
0,2322.333333,385.75,0,0,235,0,201,229.1111111,783.75,588,895.5,945.5,1641.666667,1272.666667,773,1012.25,348.8,1571,749.125,520.4,459.8,1174.8,787.2,897.2857143,7.826086957,123.8518519,44.73913043,9,198,33,M,7,Severely Addicted,Addicted,58,49,60,48,61,76
0,0,1486,0,0,0,0,403,1693.25,996.3333333,1972.5,1150,1494.6,1557.666667,879.5,56.66666667,700,1198.5,2329,319,310.5,472.2,547.5,772.4,151,7,123.1764706,45.06666667,5.666666667,180,33,M,8,Severely Addicted,Addicted,59,24,128,40,71,42
0,1254.5,1324.454545,1113.2,1203.75,534.5,548,620.2,424.8333333,631.1428571,577.8333333,734.2,689.5,817.3125,783.7,419.6666667,694.2857143,721.3333333,297.4,531.5714286,595.8333333,1493.571429,1112.1,1258.111111,1287.333333,11.96428571,222.3571429,89.14285714,9.333333333,256,33,M,9,Severely Addicted,Addicted,96,99,61,26,35,104
0,823.5714286,350.3333333,959,0,0,0,323.3333333,630.1666667,1016.6,659.6,1007.4,659.5,779.1666667,528,1508,356.5,872.5,362.5,389,231.5,501.8461538,1307.444444,1309.642857,1037.733333,7.851851852,177.6666667,73.48148148,10,248,33,M,10,Severely Addicted,Addicted,65,35,71,21,51,79
36,787.75,1446.666667,415.5,1097,1512.5,582.3333333,2025,344.6666667,1114.333333,343,765,120.5,144,0,1098,893,306,0,205.5,0,0,0,1200,1307.5,2.5,220.8125,117.125,5.333333333,236,68,M,1,Severely Addicted,Addicted,39,97,78,2,38,45
36,1222.846154,985.8571429,998.2,1613,1170,202.25,1607.333333,869.8,678.2,1350.235294,915.25,242.6,712,350,0,0,19,914.5,0,776.6666667,220.5,1200.333333,1436.555556,951.5454545,5.071428571,412.6428571,210.25,9.333333333,343,68,M,2,Severely Addicted,Addicted,74,103,94,17,15,76
36,1260.2,1513.5,1157.25,1075.5,1565,1585.333333,1314.5,619,797.6,1056.666667,1189.125,781.5,269,882,461.75,712,903.3333333,588.6666667,617.8,490,1034.142857,1354.75,1231.272727,1298.692308,6.689655172,424.9666667,239.7586207,10,334,68,M,3,Severely Addicted,Addicted,100,135,95,19,44,100
36,896.8333333,1311,1240,1281.25,1431.333333,1489,787,0,724.2,617.5,393.3333333,342,1001.5,454.25,158,15,467.8,780,637.3333333,0,422,654.25,1981.666667,1166.888889,3.666666667,239.16,116.9166667,8.333333333,258,68,M,4,Severely Addicted,Addicted,49,127,47,24,23,81
36,827.75,1599,446.4,0,508,1156.5,888.2,192,947,958.125,349.5,567,1,0.5,0,0,1038,334,424,302.5,904.5,1037,536.8,1295,3,208.2608696,104.4347826,7.666666667,239,68,M,5,Severely Addicted,Addicted,44,75,65,0,22,74
36,1187.5,1474.5,865,1610,66,605,96,846,0,710,327.3333333,0,0,0,0,0,0,13,0,0,327,357,201.3333333,131,2.583333333,94.53846154,42.41666667,4.333333333,154,68,M,6,Severely Addicted,Addicted,22,96,32,0,0,16
36,997.5,317.6666667,2402,719,1130.333333,277,0,182,389.3333333,1003.142857,168,67.5,0,449,0,715.5,116,0,0,0,0,904,601.75,1013.5,2.75,150.7,73.15,6.666666667,222,68,M,7,Severely Addicted,Addicted,28,97,30,7,13,41
36,427.2,1078.5,144,0,0,5,0,1803,1352.777778,1306.125,548.4285714,435.3333333,0,116,0,368,1281.25,1904.5,529,400,1134,0,845,809.6666667,3.210526316,264.1052632,135.4736842,6.333333333,222,68,M,8,Severely Addicted,Addicted,46,27,90,1,59,61
36,1885.416667,1208.444444,1641,2219,1471.6,36,665,739.8,1276.285714,1104.941176,1122.846154,513.75,985.3333333,948.1666667,1327.666667,851,793,1693,197,680.3333333,27,1073.6,1251.8,1787.833333,5.75,686.75,401.8928571,9.333333333,368,68,M,9,Severely Addicted,Addicted,114,141,90,32,77,83
36,1080.714286,1018.888889,889,1314.25,1527,213.25,669.75,776.1428571,1134.136364,1128.125,511.0769231,344.3333333,1511,944,1188.5,502.3333333,1214.25,659.75,692,0,713,1135.428571,1096.090909,1423.615385,6.413793103,613.5862069,318.3793103,9.666666667,340,68,M,10,Severely Addicted,Addicted,94,100,76,40,59,84
110,2525,0,1218,1004,637,0,556,209.1,228.5384615,178.3333333,335.3636364,435.25,158.4166667,173.6,633.0833333,176.9285714,868,527.6363636,398.3333333,382.2727273,515.9090909,969.5384615,880.3333333,1086.7,11.31818182,234.7083333,70.72727273,8,269,48,F,1,Severely Addicted,Addicted,73,89,32,5,36,70
110,289.25,0,668.2,807.75,335,29,91.66666667,264.8,442.2,529.6111111,572.9411765,403.9444444,707.6,420.5,437.6666667,449.5,212.2,551.4705882,648.0434783,823.4,787.7272727,914.6315789,787.7142857,363.4545455,14.5,294.4333333,78.53333333,10,306,48,F,2,Severely Addicted,Addicted,92,35,38,18,27,72
110,768.6666667,1287.5,640,254.5,0,0,541.1666667,797.1176471,796.7857143,571.4615385,774.9230769,902.5,528.7142857,830.1666667,374.2,657.9285714,774.0625,627.375,1000.375,580.5,736.7647059,673.2777778,938.4545455,1070.375,13.23333333,259,85.03333333,10,253,48,F,3,Severely Addicted,Addicted,106,49,73,22,40,83
110,0,0,0,0,0,0,316.6666667,370.3333333,104.75,449,734,0,1158.5,1830,235,1037,318.5,387.6666667,106.6666667,139,178.75,565.1666667,534.4545455,127,4.235294118,70.76190476,18.58823529,7,130,48,F,4,Non-Addicted,Non-Addicted,24,0,32,49,32,27
110,325.5,0,0,0,0,0,413.2,228.5,498.3076923,1145.75,728.1666667,0,18.8,335.875,189.4,7.5,665.5,331.6666667,405.0909091,450.3846154,349.5454545,500.8181818,422.75,1198.6,7.619047619,196.32,73.9047619,8.333333333,242,48,F,5,Severely Addicted,Addicted,53,5,50,5,19,55
110,0,0,0,0,1049,238.5,610.7142857,454.1176471,378.1428571,66.07142857,520.9090909,290,124.8666667,182.2727273,118.9166667,89.5,795.2222222,611.7857143,376.9375,247.7894737,581.1764706,664,554,0,10.28,220.7,65.72,10,264,48,F,6,Severely Addicted,Addicted,58,21,38,5,26,40
110,1039,0,0,0,0,255.6666667,204,800.75,753.2,216.875,130.8,218.6363636,121.5,454.875,416.875,1028.3,407.8,488.6666667,737.2,734.0833333,848.1428571,706.7142857,603,753,8.1,214.76,86.8,8.333333333,238,48,F,7,Severely Addicted,Addicted,68,21,38,9,39,73
110,0,0,0,0,0,561.5,973.3333333,381.4,336.8,558.8,421.3333333,43,753.4285714,872,675.4285714,540.4285714,483.375,194.1428571,363,691.75,663.9,986.7777778,230,0,8,191.1,61.33333333,6.666666667,225,48,F,8,Severely Addicted,Addicted,55,9,45,27,31,48
110,0,0,0,0,0,133.5,553.25,531.25,416.8,735.4,204.625,238.4444444,642.3333333,364,842.6,367.9090909,226.8571429,456.2,920.1666667,298.125,838.7777778,623.5,382.4,424.5,5.863636364,137.9310345,50.54545455,9.666666667,217,48,F,9,Non-Addicted,Non-Addicted,43,2,44,16,31,58
110,315.5,0,0,0,0,0,0,1.6,384.6666667,0.75,379.5,748.1111111,242.3333333,206.5714286,190.4,473.2,327.3333333,335.2857143,541.3333333,328,756.875,555.7272727,223.4,840,4.666666667,106.5925926,33.14285714,9,182,48,F,10,Non-Addicted,Non-Addicted,33,5,25,7,22,54
83,0,0,0,0,137,0,0,1006,248.3333333,646.25,85.4,235,551.8,0,459.3333333,218.3333333,258.25,89,570,782,374.25,571.8571429,174,0,4.153846154,290.7692308,28.38461538,4.333333333,236,17,F,1,Severely Addicted,Addicted,25,2,37,9,17,41
83,0,0,0,0,0,0,0,282,60,174.5,0,403.3333333,257.6666667,242,146.5,787.3333333,444.3333333,106,0,143,0,138.5,306,0,3.5,184.2222222,45.5,4,178,17,F,2,Non-Addicted,Non-Addicted,18,0,15,8,24,9
83,0,0,0,0,0,0,0,0,34,0,42,750.5,354.5,579.8,396.75,976.75,1040,661,286.25,214.1666667,636.6666667,144.3333333,811.2,174,5,313.0769231,107,6.5,271,17,F,3,Severely Addicted,Addicted,40,0,13,15,51,37
83,101,0,0,0,0,0,0,139,1,0,0,1224.5,278.3333333,59,310.5,233.5,0,22,0,388.3333333,602.2,375.6666667,187,592.5,3.181818182,177.0833333,21.81818182,4,163,17,F,4,Severely Addicted,Addicted,18,1,22,5,9,35
83,0,0,0,0,0,0,58,883.5,327,441.8,112.75,866,434.6666667,138,682.1428571,341.6666667,351,628.7142857,500.7142857,358.9333333,430.1111111,376.25,326.5,0,4.269230769,239.3846154,29.73076923,8.666666667,256,17,F,5,Severely Addicted,Addicted,26,0,44,9,33,33
83,0,0,0,0,0,0,419.5,83,311,386.6666667,36.5,677,183.8,242,86,154.5,489,111.2,139,336,800.5714286,598.7777778,469.2,0,3.272727273,249.3181818,22.54545455,7.333333333,243,17,F,6,Severely Addicted,Addicted,18,0,31,7,14,39
83,0,0,392,0,0,0,59.5,0,66,119.5,144.6666667,276,29.5,25.16666667,102,405,568,56,90.5,290,28.33333333,233.5,651,784.5,2.652173913,212.88,9.086956522,8.333333333,237,17,F,7,Mildly Addicted,Addicted,7,6,11,0,18,34
83,0,0,0,0,0,0,173,0,379.5,1453,112,0,318.5,505,224,359.25,438.5,514.3333333,100.5,858.3333333,1014.666667,689,0,0,5.666666667,419.8571429,103.5,6,225,17,F,8,Severely Addicted,Addicted,50,0,35,13,25,44
83,0,0,0,0,0,0,0,1025,536,595.1666667,536.5,606,375,380,654.875,320.4,907.75,387.3333333,247.3333333,341.3333333,637.1666667,39,1407,0,4.555555556,242.2631579,79.94444444,9.5,239,17,F,9,Severely Addicted,Addicted,35,0,54,12,37,44
83,1368,0,0,0,0,0,0,0,391.25,487.6,743.5,199.8,688.4,981.75,425.4,461.8,756,0,231.5,58.5,326.2727273,168.6666667,156.3333333,1847,4.111111111,149.4347826,47.83333333,7.666666667,231,17,F,10,Mildly Addicted,Addicted,31,22,30,27,27,46
94,177.4166667,51.75,79.4,0,19,50,39,63.18181818,138.3636364,147.9,93.81818182,35.42857143,97.28571429,66.6,38.25,209.25,364.3333333,136.5,19.5,38,16.55555556,32.33333333,49.71428571,134,9.2,136.2,13.3,8.333333333,192,39,F,1,Severely Addicted,Addicted,11,6,8,2,12,4
94,2,43.75,130,0,0,139.8,188.5,299.7857143,128.6666667,230.25,130.5,235.1666667,40.88888889,209.5,36.625,0.75,0,114,286.6666667,166.3333333,153.2857143,160.25,270.1428571,415.6,8.782608696,182.1034483,35.04347826,9.666666667,239,39,F,2,Severely Addicted,Addicted,22,5,20,4,2,24
94,74.22222222,81.91666667,389.8,662,37.5,0,413,5.625,72.6,102,172.8,106.7894737,145.9411765,57.57894737,30.44444444,109.5,52.625,90.94736842,14.88888889,81.73684211,111,120.6666667,278.7777778,178.4285714,15.66666667,408.3333333,44,10,288,39,F,3,Non-Addicted,Non-Addicted,22,20,14,3,4,13
94,16.47826087,106.25,4,209,0,0,0,132.8947368,84.85714286,113.1666667,87.09090909,84.25,85.28571429,29.2,72.25,174.5,84.6,117.625,159.8,137.0909091,101,200.8125,131.5263158,164.8095238,12.18518519,269,22.22222222,9.333333333,247,39,F,4,Severely Addicted,Addicted,17,5,8,1,7,14
94,70,222.6,188,470,1.666666667,59.25,701,150.25,168.2222222,329.8947368,250.5,193.2941176,238.7,437.8125,457.9,250.5555556,134.8888889,238.8333333,167.5,285.7333333,174.6111111,252.6153846,282.8421053,347.5789474,14.55172414,364.9655172,70.68965517,9.666666667,276,39,F,5,Severely Addicted,Addicted,42,16,29,11,18,25
94,8.5,89.5,242.6666667,421.8333333,430,352.3333333,518,17.5,118.2,205.05,162.3,321.2222222,270.3684211,100,17.83333333,240.3333333,281.3333333,10,0,7.5,0,38.06666667,102.125,76.14285714,8.740740741,213.4,25.48148148,10,243,39,F,6,Non-Addicted,Non-Addicted,19,25,22,6,9,3
94,9.1,40.5,9.25,0,0,3.25,0,6.375,17.6,110.6666667,88,66.09090909,32.57142857,50.2,70.4,45,5.666666667,0,71.5,0,20,0.666666667,18.63636364,10.27272727,10.69565217,208.3333333,9.608695652,10,235,39,F,7,Non-Addicted,Non-Addicted,6,1,4,1,2,2
94,0,767,350.2,0,58.25,0,0.333333333,5.5,118.2307692,146.0666667,123.7857143,181.1666667,39.15384615,189,301.75,0,0,239,2548,577,1,143.4,46.14285714,49,9.111111111,204.1428571,30.77777778,7,214,39,F,8,Severely Addicted,Addicted,18,19,9,3,9,56
94,0,57.5,171,153,216,0.333333333,2,5,105.6153846,167.4,408.6,324.5,333,292.5,16.75,0,0,0,0,0,14.33333333,0.19047619,129,18.5,7.7,157.4285714,31.45,9.333333333,208,39,F,9,Non-Addicted,Non-Addicted,18,9,16,10,0,2
94,344,0,0,1,67.5,0,0,337.8,313.5714286,202.7,205.0769231,61.125,25.81818182,179.5,221.6666667,0,0,0,0,0,33.25,0.111111111,57.5,391,5.130434783,117.1724138,17.86956522,9.666666667,187,39,F,10,Non-Addicted,Non-Addicted,11,6,18,3,3,8
15,798.8571429,846.5,0,0,0,0,0,0,199.2,330.1818182,329.6,26.5,80.11764706,67.18181818,53.14285714,431.4,29.16666667,225.7272727,131.8,190.25,191.375,93,286.75,962.4666667,8.32,183.7692308,53.48,8.666666667,260,25,F,1,Severely Addicted,Addicted,30,27,14,2,12,30
15,404,216,0,0,0,0,187,114.5,496.4444444,127.5454545,437.7692308,170.2727273,119.8571429,311.8,277.0769231,553.8181818,771.3076923,463.6666667,323,450.9090909,272.875,413.5,634.0909091,1028.166667,8.571428571,209.7666667,77.5,10,296,25,F,2,Severely Addicted,Addicted,44,10,25,7,34,52
15,0,0,0,0,0,0,10,217.5714286,428.2,217.6666667,188,341.375,310.1428571,393.6875,298.7,598,608.5384615,627.75,153.3333333,340.9285714,255.5555556,809.9411765,1156.333333,252.75,7.206896552,301.9333333,127.5862069,10,302,25,F,6,Severely Addicted,Addicted,53,0,23,11,35,49
15,257,0,0,0,0,79,104,225.8571429,706.5555556,289.9090909,158.1,136.1428571,526.7777778,486.8181818,172.75,230.6666667,484.4545455,264.2857143,382,58.66666667,493.1818182,398.5714286,659,530,6.888888889,202.9285714,69.07407407,9.333333333,303,25,F,3,Severely Addicted,Addicted,35,5,27,16,19,42
15,0,0,0,0,94,1356,0,843.4,506.4,616.5454545,426.75,630.5,552.9,759.7,168.25,518.25,131,685.5,291.6,620.0625,595.25,98,1004.333333,104.5,6.12,288.52,123.68,8.333333333,282,25,F,4,Severely Addicted,Addicted,50,24,50,21,25,45
15,0,0,0,0,0,590,878,483.5454545,303.8823529,435.7142857,502.3333333,404.3333333,216.3076923,315.2222222,639.5,749.3333333,149.1,438.2727273,341.5263158,442.2222222,525.7647059,1320.6875,912.8181818,183.5,8.814814815,409.2222222,169.7777778,9,313,25,F,5,Severely Addicted,Addicted,65,9,50,8,32,62
15,621,58,0,0,66,0,274.6666667,375,340.9230769,319.375,448.5384615,210.7777778,113,227.1111111,318.1111111,167.5555556,318.7272727,337.6363636,146.8,358.4444444,269,589.5,851.4,745.2,7.714285714,354.1333333,100.3214286,10,288,25,F,7,Severely Addicted,Addicted,44,12,32,5,19,49
15,0,0,0,172,0,0,561.6666667,194,368.1818182,276.5714286,440.3636364,451,101.7777778,85.57142857,443.6,318.5,391.3333333,363.1428571,152.8571429,335.375,263.4615385,457.1111111,810,441,9,523.15,119.6315789,6.666666667,284,25,F,8,Severely Addicted,Addicted,47,2,38,3,25,40
15,169,405,0,0,0,140.6666667,265.75,152.9166667,127.1428571,416.25,680.6363636,375.1111111,534.9090909,452.6666667,533.1,523.9,616.8181818,677.1333333,473.125,374.6363636,509.9090909,508.0909091,1329.647059,888.2,9.037037037,558.4074074,188.4074074,9,332,25,F,9,Severely Addicted,Addicted,75,11,33,16,39,68
15,608.1666667,0,0,0,0,0,0,276.3333333,269.0625,203.0769231,543.2857143,326.7692308,264.1538462,428.25,351.8181818,496,516.8888889,468.7692308,128.1111111,412.2307692,192.5882353,497.6666667,1339.5,1669.681818,8.9,480.6,168,10,325,25,F,10,Severely Addicted,Addicted,80,10,26,11,30,70
81,625.3333333,896.3,1101.375,282.7142857,1055.5,465,2209,801.5,623.5714286,1361.3,1083,458,790.6363636,718.9285714,1193.333333,1177.428571,979.5,640.7692308,833.9230769,688.4,776.0769231,726.9285714,673.8333333,1035.5,10.46428571,458.6896552,245.4642857,9.666666667,354,18,M,1,Severely Addicted,Addicted,130,73,108,25,66,78
81,589.3333333,0,0,0,0,0,392,0,41.66666667,602.1428571,387.4,552.7,431.25,1055.466667,728.7894737,962.25,1046,494.8666667,492.3333333,731.4545455,1059.5,981.3333333,1077.285714,818.9166667,8.333333333,357.9666667,153.4666667,10,323,18,M,2,Severely Addicted,Addicted,82,9,32,24,53,86
81,576.6923077,475.8333333,309,0,0,0,0,382,854.75,1300.4,759.5,512.8888889,370.5555556,821.3,551.1,682.3,541.8,1030,686.8125,445,930.7857143,1254.857143,972.3333333,1018.307692,7.866666667,421.8333333,166.3666667,10,345,18,M,3,Severely Addicted,Addicted,89,22,63,19,46,88
81,1061.083333,800.75,954.3333333,661.3333333,390.75,1151.5,1167.166667,601.3333333,1416.75,407.5,255,658,363.5,972.6666667,850.4,1129.666667,621.7272727,467.25,337.6153846,566.5,579.95,698.75,656.8235294,836.8888889,8.892857143,324.1724138,166.1071429,9.666666667,304,18,M,4,Severely Addicted,Addicted,91,83,75,22,51,61
81,858.5833333,1328.125,591.8823529,849.4166667,1178.272727,659.125,869.4285714,212,665.25,645.875,639,1614.5,1902,420,401,666,110,332.4,433.1333333,575.5,1060.35,1080.25,1051.055556,1467.333333,8.965517241,494.4827586,281.2413793,9.666666667,370,18,M,5,Severely Addicted,Addicted,113,91,77,38,25,94
81,187.75,510.5,1374.5,980.3333333,0,0,0,1086.5,395.1428571,746.5714286,656.25,981.1666667,718.2727273,1248.538462,441.3636364,715.75,67.2,145.6666667,623,453.5,624.5714286,113.1,438,398,5.266666667,289.9333333,111.2,10,334,18,M,7,Severely Addicted,Addicted,48,50,64,32,22,44
